COVID_19_Inpatient_Admissions,Date,hospital_name
,3/31/2020,H37
,4/1/2020,H37
,4/2/2020,H37
,4/3/2020,H37
,4/4/2020,H37
,4/5/2020,H37
,4/6/2020,H37
,4/7/2020,H37
,4/8/2020,H37
,4/9/2020,H37
,4/10/2020,H37
,4/11/2020,H37
,4/12/2020,H37
,4/13/2020,H37
,4/14/2020,H37
,4/15/2020,H37
,4/16/2020,H37
,4/17/2020,H37
,4/18/2020,H37
,4/19/2020,H37
,4/20/2020,H37
,4/21/2020,H37
,4/22/2020,H37
,4/23/2020,H37
,4/24/2020,H37
,4/25/2020,H37
,4/26/2020,H37
,4/27/2020,H37
,4/28/2020,H37
,4/29/2020,H37
0,4/16/2020,H38
0,4/17/2020,H38
0,4/18/2020,H38
0,4/19/2020,H38
0,4/20/2020,H38
0,4/21/2020,H38
0,4/22/2020,H38
0,4/23/2020,H38
0,4/24/2020,H38
0,4/25/2020,H38
0,4/26/2020,H38
0,4/27/2020,H38
0,4/28/2020,H38
0,4/29/2020,H38
0,3/27/2020,H39
,3/27/2020,H40
,3/28/2020,H40
,3/29/2020,H40
0,3/28/2020,H39
,3/30/2020,H40
,3/31/2020,H40
,4/1/2020,H40
,4/2/2020,H40
,4/3/2020,H40
,4/4/2020,H40
,4/5/2020,H40
,4/6/2020,H40
,4/7/2020,H40
,4/8/2020,H40
,4/9/2020,H40
,4/10/2020,H40
,4/11/2020,H40
,4/12/2020,H40
,4/13/2020,H40
,4/14/2020,H40
,4/15/2020,H40
,4/16/2020,H40
0,3/29/2020,H39
,4/17/2020,H40
,4/18/2020,H40
,4/19/2020,H40
,4/20/2020,H40
,4/21/2020,H40
,4/22/2020,H40
,4/23/2020,H40
,4/24/2020,H40
,4/25/2020,H40
,4/26/2020,H40
,4/27/2020,H40
,4/28/2020,H40
,4/29/2020,H40
0,3/27/2020,H41
0,3/28/2020,H41
0,3/29/2020,H41
0,3/30/2020,H41
0,3/31/2020,H41
,4/1/2020,H41
0,4/2/2020,H41
0,4/3/2020,H41
0,4/4/2020,H41
0,4/5/2020,H41
0,4/6/2020,H41
0,4/7/2020,H41
0,4/8/2020,H41
0,4/9/2020,H41
0,4/10/2020,H41
0,4/11/2020,H41
0,4/12/2020,H41
0,4/13/2020,H41
0,4/14/2020,H41
0,4/15/2020,H41
0,4/16/2020,H41
0,4/17/2020,H41
0,4/18/2020,H41
0,4/19/2020,H41
0,4/18/2020,H42
0,4/19/2020,H42
0,4/20/2020,H42
0,4/21/2020,H42
0,4/22/2020,H42
0,4/23/2020,H42
0,4/24/2020,H42
0,4/25/2020,H42
0,4/26/2020,H42
0,4/27/2020,H42
0,4/28/2020,H42
0,4/29/2020,H42
0,3/27/2020,H43
0,3/28/2020,H43
0,3/29/2020,H43
0,3/30/2020,H43
0,3/31/2020,H43
,4/1/2020,H43
0,4/2/2020,H43
0,4/3/2020,H43
0,4/4/2020,H43
0,4/5/2020,H43
0,4/6/2020,H43
0,4/7/2020,H43
0,4/8/2020,H43
0,4/9/2020,H43
0,4/10/2020,H43
0,4/11/2020,H43
0,4/12/2020,H43
0,4/13/2020,H43
0,4/14/2020,H43
0,4/15/2020,H43
0,4/16/2020,H43
0,4/17/2020,H43
0,4/18/2020,H43
0,4/19/2020,H43
0,4/20/2020,H43
0,4/21/2020,H43
0,4/22/2020,H43
0,4/23/2020,H43
0,4/24/2020,H43
0,4/25/2020,H43
0,4/26/2020,H43
0,4/27/2020,H43
0,4/28/2020,H43
0,4/29/2020,H43
0,3/27/2020,H38
0,3/28/2020,H38
0,3/29/2020,H38
0,3/30/2020,H38
0,3/31/2020,H38
,4/1/2020,H38
0,4/2/2020,H38
0,4/3/2020,H38
0,4/4/2020,H38
0,4/5/2020,H38
0,4/6/2020,H38
0,4/7/2020,H38
0,4/8/2020,H38
0,4/9/2020,H38
0,4/10/2020,H38
0,4/11/2020,H38
0,4/12/2020,H38
0,4/13/2020,H38
0,4/14/2020,H38
0,4/15/2020,H38
0,3/27/2020,H44
0,3/28/2020,H44
0,3/29/2020,H44
0,3/30/2020,H44
0,3/31/2020,H44
,4/1/2020,H44
0,4/2/2020,H44
0,4/3/2020,H44
0,4/4/2020,H44
0,4/5/2020,H44
0,4/6/2020,H44
0,4/7/2020,H44
0,4/8/2020,H44
0,4/9/2020,H44
0,4/10/2020,H44
0,4/11/2020,H44
0,4/12/2020,H44
0,4/13/2020,H44
0,4/14/2020,H44
0,4/15/2020,H44
0,4/16/2020,H44
0,4/17/2020,H44
0,4/18/2020,H44
0,4/19/2020,H44
0,4/20/2020,H44
0,4/21/2020,H44
0,4/22/2020,H44
0,4/23/2020,H44
0,4/24/2020,H44
0,4/25/2020,H44
0,4/26/2020,H44
0,4/27/2020,H44
0,4/28/2020,H44
0,4/29/2020,H44
0,3/27/2020,H45
0,3/28/2020,H45
0,3/29/2020,H45
0,3/30/2020,H45
0,3/31/2020,H45
,4/1/2020,H45
0,4/2/2020,H45
0,4/3/2020,H45
0,4/4/2020,H45
0,4/5/2020,H45
0,4/6/2020,H45
0,4/7/2020,H45
0,4/8/2020,H45
0,4/9/2020,H45
0,4/10/2020,H45
0,4/11/2020,H45
0,4/12/2020,H45
0,4/13/2020,H45
0,4/14/2020,H45
0,4/15/2020,H45
0,4/16/2020,H45
0,4/17/2020,H45
0,4/18/2020,H45
0,4/19/2020,H45
0,4/20/2020,H45
0,4/21/2020,H45
0,4/20/2020,H41
0,4/21/2020,H41
0,4/22/2020,H41
0,4/23/2020,H41
0,4/24/2020,H41
0,4/25/2020,H41
1,3/27/2020,H46
1,3/28/2020,H46
,3/29/2020,H46
1,3/30/2020,H46
1,3/31/2020,H46
,4/1/2020,H46
,4/10/2020,H46
,4/11/2020,H46
1,4/12/2020,H46
,4/13/2020,H46
2,4/14/2020,H46
1,4/15/2020,H46
3,4/16/2020,H46
,4/17/2020,H46
,4/18/2020,H46
1,4/19/2020,H46
,4/2/2020,H46
,4/20/2020,H46
,4/21/2020,H46
1,4/22/2020,H46
1,4/23/2020,H46
,4/24/2020,H46
1,4/25/2020,H46
,4/26/2020,H46
,4/27/2020,H46
,4/28/2020,H46
,4/29/2020,H46
2,4/3/2020,H46
,4/4/2020,H46
3,4/5/2020,H46
,4/6/2020,H46
1,4/7/2020,H46
4,4/8/2020,H46
,4/9/2020,H46
,3/27/2020,H47
,3/28/2020,H47
,3/29/2020,H47
0,4/26/2020,H41
0,4/27/2020,H41
0,4/28/2020,H41
0,4/29/2020,H41
0,3/27/2020,H48
0,3/28/2020,H48
0,3/29/2020,H48
0,3/30/2020,H48
0,3/31/2020,H48
0,4/1/2020,H48
0,4/2/2020,H48
0,4/3/2020,H48
0,4/4/2020,H48
0,4/5/2020,H48
0,4/6/2020,H48
0,4/7/2020,H48
0,4/8/2020,H48
0,4/9/2020,H48
0,4/10/2020,H48
0,4/11/2020,H48
0,4/12/2020,H48
0,4/13/2020,H48
,3/30/2020,H47
,3/31/2020,H47
1,4/1/2020,H47
,4/10/2020,H47
,4/11/2020,H47
1,4/12/2020,H47
,4/13/2020,H47
,4/14/2020,H47
,4/15/2020,H47
,4/16/2020,H47
,4/17/2020,H47
,4/18/2020,H47
,4/19/2020,H47
,4/2/2020,H47
,4/20/2020,H47
,4/21/2020,H47
,4/22/2020,H47
,4/23/2020,H47
,4/24/2020,H47
,4/25/2020,H47
,4/26/2020,H47
,4/27/2020,H47
,4/28/2020,H47
,4/29/2020,H47
,4/3/2020,H47
1,4/4/2020,H47
,4/5/2020,H47
1,4/6/2020,H47
,4/7/2020,H47
,4/8/2020,H47
1,4/9/2020,H47
1,3/27/2020,H49
2,3/28/2020,H49
,3/29/2020,H49
1,3/30/2020,H49
2,3/31/2020,H49
,4/1/2020,H49
3,4/10/2020,H49
5,4/11/2020,H49
1,4/12/2020,H49
,4/13/2020,H49
7,4/14/2020,H49
2,4/15/2020,H49
2,4/16/2020,H49
1,4/17/2020,H49
1,4/18/2020,H49
0,4/14/2020,H48
0,4/15/2020,H48
0,4/16/2020,H48
0,4/17/2020,H48
0,4/18/2020,H48
0,4/19/2020,H48
0,4/20/2020,H48
0,4/21/2020,H48
0,4/22/2020,H48
0,4/23/2020,H48
0,4/24/2020,H48
0,4/25/2020,H48
0,4/26/2020,H48
0,4/27/2020,H48
0,4/28/2020,H48
0,4/29/2020,H48
0,3/27/2020,H42
0,3/28/2020,H42
2,4/19/2020,H49
2,4/2/2020,H49
,4/20/2020,H49
1,4/21/2020,H49
1,4/22/2020,H49
1,4/23/2020,H49
1,4/24/2020,H49
1,4/25/2020,H49
,4/26/2020,H49
1,4/27/2020,H49
,4/28/2020,H49
1,4/29/2020,H49
2,4/3/2020,H49
1,4/4/2020,H49
,4/5/2020,H49
2,4/6/2020,H49
1,4/7/2020,H49
1,4/8/2020,H49
3,4/9/2020,H49
1,3/27/2020,H50
,3/28/2020,H50
,3/29/2020,H50
,3/30/2020,H50
,3/31/2020,H50
,4/1/2020,H50
,4/10/2020,H50
,4/11/2020,H50
,4/12/2020,H50
,4/13/2020,H50
,4/14/2020,H50
,4/15/2020,H50
,4/16/2020,H50
,4/17/2020,H50
,4/18/2020,H50
,4/19/2020,H50
,4/2/2020,H50
,4/20/2020,H50
,4/21/2020,H50
,4/22/2020,H50
,4/23/2020,H50
,4/24/2020,H50
,4/25/2020,H50
,4/26/2020,H50
,4/27/2020,H50
,4/28/2020,H50
0,3/29/2020,H42
0,3/30/2020,H42
0,3/31/2020,H42
0,4/1/2020,H42
0,4/2/2020,H42
0,4/3/2020,H42
0,4/4/2020,H42
0,4/5/2020,H42
0,4/6/2020,H42
0,4/7/2020,H42
0,4/8/2020,H42
0,4/9/2020,H42
0,4/10/2020,H42
0,4/11/2020,H42
0,4/12/2020,H42
0,4/13/2020,H42
0,4/14/2020,H42
0,4/15/2020,H42
0,4/16/2020,H42
0,4/17/2020,H42
,4/29/2020,H50
,4/3/2020,H50
,4/4/2020,H50
,4/5/2020,H50
,4/6/2020,H50
,4/7/2020,H50
,4/8/2020,H50
,4/9/2020,H50
,3/27/2020,H51
,3/28/2020,H51
2,3/29/2020,H51
,3/30/2020,H51
1,3/31/2020,H51
,4/1/2020,H51
1,4/10/2020,H51
,4/11/2020,H51
,4/12/2020,H51
,4/13/2020,H51
,4/14/2020,H51
1,4/15/2020,H51
1,4/16/2020,H51
1,4/17/2020,H51
2,4/18/2020,H51
,4/19/2020,H51
,4/2/2020,H51
,4/20/2020,H51
,4/21/2020,H51
1,4/22/2020,H51
,4/23/2020,H51
,4/24/2020,H51
,4/25/2020,H51
,4/26/2020,H51
,4/27/2020,H51
,4/28/2020,H51
,4/29/2020,H51
,4/3/2020,H51
,4/4/2020,H51
,4/5/2020,H51
,4/6/2020,H51
,4/7/2020,H51
1,4/8/2020,H51
,4/9/2020,H51
0,4/30/2020,H44
0,4/30/2020,H11
0,4/30/2020,H34
0,4/30/2020,H18
0,4/30/2020,H23
0,4/30/2020,H45
0,4/30/2020,H32
0,4/30/2020,H52
0,4/30/2020,H35
0,4/30/2020,H41
0,4/30/2020,H39
0,4/30/2020,H43
0,4/30/2020,H38
1,4/19/2020,H01
0,4/22/2020,H45
0,4/23/2020,H45
0,4/24/2020,H45
0,4/25/2020,H45
0,4/26/2020,H45
0,4/27/2020,H45
0,4/28/2020,H45
0,4/29/2020,H45
0,3/27/2020,H53
1,3/28/2020,H53
0,3/29/2020,H53
0,3/30/2020,H53
0,3/31/2020,H53
0,4/1/2020,H53
0,4/2/2020,H53
0,4/3/2020,H53
0,4/4/2020,H53
0,4/5/2020,H53
0,4/6/2020,H53
0,4/7/2020,H53
0,4/8/2020,H53
0,4/9/2020,H53
0,4/10/2020,H53
1,4/11/2020,H53
2,4/12/2020,H53
1,4/13/2020,H53
0,4/14/2020,H53
0,4/15/2020,H53
0,4/16/2020,H53
2,4/17/2020,H53
2,4/18/2020,H53
1,4/19/2020,H53
0,4/20/2020,H53
1,4/21/2020,H53
0,4/22/2020,H53
0,4/23/2020,H53
1,4/24/2020,H53
0,4/25/2020,H53
0,4/26/2020,H53
0,4/27/2020,H53
0,4/28/2020,H53
0,4/29/2020,H53
0,3/27/2020,H03
0,3/28/2020,H03
0,3/29/2020,H03
0,3/30/2020,H03
0,3/31/2020,H03
0,4/1/2020,H03
0,4/2/2020,H03
0,4/3/2020,H03
0,4/4/2020,H03
0,4/5/2020,H03
0,4/6/2020,H03
13,4/7/2020,H03
24,4/8/2020,H03
28,4/9/2020,H03
0,4/10/2020,H03
3,4/11/2020,H03
0,4/12/2020,H03
1,4/13/2020,H03
0,4/14/2020,H03
1,4/15/2020,H03
2,4/16/2020,H03
1,4/17/2020,H03
0,4/18/2020,H03
0,4/19/2020,H03
0,4/20/2020,H03
1,4/21/2020,H03
1,4/22/2020,H03
0,4/23/2020,H03
1,4/24/2020,H03
1,4/25/2020,H03
2,4/26/2020,H03
4,4/27/2020,H03
0,4/28/2020,H03
3,4/29/2020,H03
4,4/21/2020,H01
0,3/30/2020,H39
0,3/31/2020,H39
,4/1/2020,H39
0,4/2/2020,H39
0,4/3/2020,H39
0,4/4/2020,H39
0,4/5/2020,H39
0,4/6/2020,H39
0,4/7/2020,H39
0,4/8/2020,H39
0,4/9/2020,H39
0,4/10/2020,H39
0,4/11/2020,H39
0,4/12/2020,H39
0,4/13/2020,H39
0,4/14/2020,H39
0,4/15/2020,H39
0,4/16/2020,H39
0,4/17/2020,H39
0,4/18/2020,H39
0,4/19/2020,H39
0,4/20/2020,H39
0,4/21/2020,H39
0,4/22/2020,H39
0,4/23/2020,H39
0,4/24/2020,H39
0,4/25/2020,H39
0,4/26/2020,H39
0,4/27/2020,H39
0,4/28/2020,H39
0,4/29/2020,H39
,3/27/2020,H54
,3/28/2020,H54
,3/29/2020,H54
,3/30/2020,H54
,3/31/2020,H54
,4/1/2020,H54
,4/2/2020,H54
,4/3/2020,H54
,4/4/2020,H54
,4/5/2020,H54
,4/6/2020,H54
,4/7/2020,H54
,4/8/2020,H54
,4/9/2020,H54
,4/10/2020,H54
,4/11/2020,H54
,4/12/2020,H54
,4/13/2020,H54
,4/14/2020,H54
,4/15/2020,H54
,4/16/2020,H54
,4/17/2020,H54
,4/18/2020,H54
,4/19/2020,H54
,4/20/2020,H54
,4/21/2020,H54
,4/22/2020,H54
,4/23/2020,H54
,4/24/2020,H54
,4/25/2020,H54
,4/26/2020,H54
,4/27/2020,H54
,4/28/2020,H54
,4/29/2020,H54
0,3/27/2020,H52
0,3/28/2020,H52
0,3/29/2020,H52
0,3/30/2020,H52
0,3/31/2020,H52
,4/1/2020,H52
0,4/2/2020,H52
0,4/3/2020,H52
0,4/4/2020,H52
0,4/5/2020,H52
0,4/6/2020,H52
0,4/7/2020,H52
0,4/8/2020,H52
0,4/9/2020,H52
0,4/10/2020,H52
0,4/11/2020,H52
0,4/12/2020,H52
0,4/13/2020,H52
0,4/14/2020,H52
0,4/15/2020,H52
0,4/16/2020,H52
0,4/17/2020,H52
0,4/18/2020,H52
0,4/19/2020,H52
0,4/20/2020,H52
0,4/21/2020,H52
0,4/22/2020,H52
0,4/23/2020,H52
0,4/24/2020,H52
0,4/25/2020,H52
0,4/26/2020,H52
0,4/27/2020,H52
0,4/28/2020,H52
0,4/29/2020,H52
5,4/28/2020,H01
6,4/30/2020,H03
5,5/1/2020,H03
3,5/2/2020,H03
2,5/3/2020,H03
0,4/30/2020,H48
1,4/30/2020,H53
1,4/30/2020,H13
0,4/30/2020,H19
0,4/30/2020,H21
7,4/30/2020,H24
1,4/30/2020,H25
0,4/30/2020,H27
4,5/7/2020,H03
1,5/8/2020,H03
1,5/9/2020,H03
4,4/30/2020,H22
4,5/1/2020,H22
2,5/2/2020,H22
3,5/3/2020,H22
2,5/4/2020,H22
0,4/30/2020,H30
0,5/1/2020,H30
0,5/2/2020,H30
2,5/3/2020,H30
1,5/4/2020,H30
1,4/30/2020,H31
3,5/1/2020,H31
3,5/2/2020,H31
2,5/3/2020,H31
2,5/4/2020,H31
0,5/5/2020,H31
3,5/6/2020,H31
3,5/7/2020,H31
0,4/30/2020,H42
0,4/30/2020,H04
2,4/30/2020,H16
5,4/29/2020,H01
,5/18/2020,H08
,5/19/2020,H08
,5/20/2020,H08
,5/21/2020,H08
1,5/22/2020,H08
,5/23/2020,H08
,5/24/2020,H08
,5/25/2020,H08
1,5/26/2020,H08
1,5/27/2020,H08
,5/28/2020,H08
,5/29/2020,H08
,5/30/2020,H08
,5/31/2020,H08
,6/1/2020,H08
,6/2/2020,H08
1,6/3/2020,H08
,6/4/2020,H08
,4/30/2020,H47
,5/1/2020,H47
,5/2/2020,H47
,5/3/2020,H47
,5/4/2020,H47
,5/5/2020,H47
,5/6/2020,H47
,5/7/2020,H47
,5/8/2020,H47
,5/9/2020,H47
,5/10/2020,H47
,5/11/2020,H47
,5/12/2020,H47
,5/13/2020,H47
,5/14/2020,H47
,5/15/2020,H47
,5/16/2020,H47
,5/17/2020,H47
,5/18/2020,H47
,5/19/2020,H47
,5/20/2020,H47
,5/21/2020,H47
,5/22/2020,H47
1,5/23/2020,H47
,5/24/2020,H47
,5/25/2020,H47
,5/26/2020,H47
,5/27/2020,H47
,5/28/2020,H47
1,5/29/2020,H47
,5/30/2020,H47
,5/31/2020,H47
,6/1/2020,H47
,6/2/2020,H47
,6/3/2020,H47
,6/4/2020,H47
,5/28/2020,H17
,5/29/2020,H17
,5/30/2020,H17
,5/31/2020,H17
,6/1/2020,H17
,6/2/2020,H17
,6/3/2020,H17
,6/4/2020,H17
2,5/29/2020,H49
,5/30/2020,H49
,5/31/2020,H49
,6/1/2020,H49
,6/2/2020,H49
,6/3/2020,H49
1,6/4/2020,H49
,4/30/2020,H08
,5/1/2020,H08
,5/2/2020,H08
1,5/3/2020,H08
,5/4/2020,H08
,5/5/2020,H08
1,5/6/2020,H08
1,5/7/2020,H08
,5/8/2020,H08
,5/9/2020,H08
,5/10/2020,H08
,5/11/2020,H08
1,5/12/2020,H08
,5/13/2020,H08
,5/14/2020,H08
1,5/15/2020,H08
,5/16/2020,H08
,5/17/2020,H08
,4/30/2020,H17
,5/1/2020,H17
,5/2/2020,H17
,5/3/2020,H17
,5/4/2020,H17
,5/5/2020,H17
,5/6/2020,H17
,5/7/2020,H17
,5/8/2020,H17
,5/9/2020,H17
1,5/10/2020,H17
,5/11/2020,H17
,5/12/2020,H17
,5/13/2020,H17
,5/14/2020,H17
,5/15/2020,H17
,5/16/2020,H17
,5/17/2020,H17
1,5/18/2020,H17
,5/19/2020,H17
,5/20/2020,H17
,5/21/2020,H17
,5/22/2020,H17
1,5/23/2020,H17
4,4/30/2020,H49
2,5/1/2020,H49
2,5/2/2020,H49
,5/3/2020,H49
,5/4/2020,H49
1,5/5/2020,H49
,5/6/2020,H49
2,5/7/2020,H49
2,5/8/2020,H49
2,5/9/2020,H49
4,5/10/2020,H49
3,5/11/2020,H49
,5/12/2020,H49
,5/13/2020,H49
1,5/22/2020,H49
1,5/23/2020,H49
1,5/24/2020,H49
,5/25/2020,H49
,5/26/2020,H49
1,5/27/2020,H49
,5/28/2020,H49
,5/24/2020,H17
1,5/25/2020,H17
,5/26/2020,H17
,5/27/2020,H17
,4/30/2020,H46
,5/1/2020,H46
1,5/2/2020,H46
1,5/3/2020,H46
,5/4/2020,H46
1,5/5/2020,H46
1,5/6/2020,H46
1,5/7/2020,H46
1,5/8/2020,H46
3,5/9/2020,H46
,5/10/2020,H46
,5/11/2020,H46
,5/12/2020,H46
1,5/13/2020,H46
1,5/14/2020,H46
1,5/15/2020,H46
1,5/16/2020,H46
2,5/17/2020,H46
2,5/18/2020,H46
,5/19/2020,H46
2,5/20/2020,H46
1,5/21/2020,H46
2,5/22/2020,H46
1,5/23/2020,H46
1,5/24/2020,H46
2,5/25/2020,H46
3,5/26/2020,H46
2,5/27/2020,H46
2,5/28/2020,H46
,5/29/2020,H46
,5/30/2020,H46
1,5/31/2020,H46
1,6/1/2020,H46
5,6/2/2020,H46
2,6/3/2020,H46
3,6/4/2020,H46
,4/30/2020,H12
,5/1/2020,H12
,5/2/2020,H12
,5/3/2020,H12
,5/4/2020,H12
,5/5/2020,H12
,5/6/2020,H12
1,5/7/2020,H12
,5/8/2020,H12
,5/9/2020,H12
,5/10/2020,H12
,5/11/2020,H12
,5/12/2020,H12
,5/13/2020,H12
,5/14/2020,H12
,5/15/2020,H12
,5/16/2020,H12
,5/17/2020,H12
,5/18/2020,H12
,5/19/2020,H12
,5/20/2020,H12
,5/21/2020,H12
,5/22/2020,H12
,5/23/2020,H12
,5/24/2020,H12
,5/25/2020,H12
,5/26/2020,H12
,5/27/2020,H12
,5/28/2020,H12
,5/29/2020,H12
,5/30/2020,H12
,5/31/2020,H12
,6/1/2020,H12
,6/2/2020,H12
,6/3/2020,H12
,6/4/2020,H12
1,4/30/2020,H14
,5/1/2020,H14
,5/2/2020,H14
2,5/3/2020,H14
,5/4/2020,H14
2,5/5/2020,H14
3,5/6/2020,H14
1,5/7/2020,H14
2,5/8/2020,H14
2,5/9/2020,H14
,5/10/2020,H14
1,5/11/2020,H14
2,5/12/2020,H14
1,5/13/2020,H14
,5/14/2020,H14
2,5/15/2020,H14
,5/16/2020,H14
1,5/17/2020,H14
1,5/18/2020,H14
,5/19/2020,H14
,5/20/2020,H14
1,5/21/2020,H14
1,5/22/2020,H14
,5/23/2020,H14
1,5/24/2020,H14
1,5/25/2020,H14
1,5/26/2020,H14
1,5/27/2020,H14
3,5/28/2020,H14
2,5/29/2020,H14
1,5/30/2020,H14
1,5/31/2020,H14
,6/1/2020,H14
1,6/2/2020,H14
1,6/3/2020,H14
1,6/4/2020,H14
1,4/30/2020,H09
,5/1/2020,H09
,5/2/2020,H09
1,5/3/2020,H09
,5/4/2020,H09
,5/5/2020,H09
,5/6/2020,H09
,5/7/2020,H09
,5/8/2020,H09
1,5/9/2020,H09
,5/10/2020,H09
,5/11/2020,H09
,5/12/2020,H09
,5/13/2020,H09
,5/14/2020,H09
,5/15/2020,H09
,5/16/2020,H09
,5/17/2020,H09
1,5/18/2020,H09
1,5/19/2020,H09
1,5/20/2020,H09
1,5/21/2020,H09
,5/22/2020,H09
,5/23/2020,H09
,5/24/2020,H09
,5/25/2020,H09
,5/26/2020,H09
1,5/27/2020,H09
,5/28/2020,H09
1,5/29/2020,H09
,5/30/2020,H09
,5/31/2020,H09
,6/1/2020,H09
,6/2/2020,H09
1,6/3/2020,H09
,6/4/2020,H09
4,5/14/2020,H49
1,5/15/2020,H49
2,5/16/2020,H49
1,5/17/2020,H49
,5/18/2020,H49
2,5/19/2020,H49
1,5/20/2020,H49
1,5/21/2020,H49
,4/30/2020,H10
,5/1/2020,H10
,5/2/2020,H10
,5/3/2020,H10
,5/4/2020,H10
,5/5/2020,H10
,5/6/2020,H10
,5/7/2020,H10
,5/8/2020,H10
,5/9/2020,H10
,5/10/2020,H10
,5/11/2020,H10
,5/12/2020,H10
,5/13/2020,H10
1,5/14/2020,H10
2,5/15/2020,H10
1,5/16/2020,H10
1,5/17/2020,H10
1,5/18/2020,H10
2,5/19/2020,H10
1,5/20/2020,H10
,5/21/2020,H10
4,5/22/2020,H10
,5/23/2020,H10
,5/24/2020,H10
,5/25/2020,H10
,5/26/2020,H10
1,5/27/2020,H10
,5/28/2020,H10
,5/29/2020,H10
1,5/30/2020,H10
,5/31/2020,H10
1,6/1/2020,H10
,6/2/2020,H10
,6/3/2020,H10
,6/4/2020,H10
1,4/30/2020,H20
,5/1/2020,H20
2,5/2/2020,H20
1,5/3/2020,H20
1,5/4/2020,H20
,5/5/2020,H20
,5/6/2020,H20
2,5/7/2020,H20
2,5/8/2020,H20
3,5/9/2020,H20
1,5/10/2020,H20
,5/11/2020,H20
7,5/12/2020,H20
2,5/13/2020,H20
3,5/14/2020,H20
5,5/15/2020,H20
,5/16/2020,H20
,5/17/2020,H20
,5/18/2020,H20
,5/19/2020,H20
1,5/20/2020,H20
2,5/21/2020,H20
1,5/22/2020,H20
1,5/23/2020,H20
2,5/24/2020,H20
,5/25/2020,H20
,5/26/2020,H20
1,5/27/2020,H20
,5/28/2020,H20
1,5/29/2020,H20
2,5/30/2020,H20
1,5/31/2020,H20
,6/1/2020,H20
,6/2/2020,H20
1,6/3/2020,H20
1,6/4/2020,H20
,4/30/2020,H50
,5/1/2020,H50
2,5/2/2020,H50
2,5/3/2020,H50
1,5/4/2020,H50
,5/5/2020,H50
,5/6/2020,H50
,5/7/2020,H50
,5/8/2020,H50
3,5/9/2020,H50
,5/10/2020,H50
,5/11/2020,H50
,5/12/2020,H50
,6/5/2020,H47
,6/6/2020,H47
,6/7/2020,H47
,6/8/2020,H47
,6/9/2020,H47
,6/10/2020,H47
,6/11/2020,H47
,6/12/2020,H47
,6/13/2020,H47
,6/14/2020,H47
,6/15/2020,H47
,6/16/2020,H47
,6/17/2020,H47
,6/18/2020,H47
,6/19/2020,H47
,6/20/2020,H47
,6/21/2020,H47
,6/22/2020,H47
1,6/5/2020,H49
,6/6/2020,H49
,6/7/2020,H49
,6/8/2020,H49
,6/9/2020,H49
,6/10/2020,H49
1,6/11/2020,H49
,6/12/2020,H49
,6/13/2020,H49
,6/14/2020,H49
,6/15/2020,H49
,6/16/2020,H49
1,6/17/2020,H49
1,6/18/2020,H49
,6/19/2020,H49
1,6/20/2020,H49
,6/21/2020,H49
,6/22/2020,H49
1,6/5/2020,H08
1,6/6/2020,H08
,6/7/2020,H08
,6/8/2020,H08
1,6/9/2020,H08
,6/10/2020,H08
2,6/11/2020,H08
3,6/12/2020,H08
,6/13/2020,H08
2,6/14/2020,H08
2,6/15/2020,H08
1,6/16/2020,H08
,6/17/2020,H08
5,6/18/2020,H08
5,6/19/2020,H08
1,6/20/2020,H08
,6/21/2020,H08
,6/22/2020,H08
1,6/5/2020,H17
,6/6/2020,H17
1,6/7/2020,H17
1,6/8/2020,H17
1,6/9/2020,H17
,6/10/2020,H17
,6/11/2020,H17
,6/12/2020,H17
1,6/13/2020,H17
,6/14/2020,H17
1,6/15/2020,H17
1,6/16/2020,H17
3,6/17/2020,H17
2,6/18/2020,H17
1,6/19/2020,H17
,6/20/2020,H17
,6/21/2020,H17
,6/22/2020,H17
,6/5/2020,H50
,6/6/2020,H50
,6/7/2020,H50
,6/8/2020,H50
1,6/9/2020,H50
,6/10/2020,H50
,6/11/2020,H50
1,6/12/2020,H50
2,6/13/2020,H50
,6/14/2020,H50
,6/15/2020,H50
1,6/16/2020,H50
2,6/17/2020,H50
1,6/18/2020,H50
1,6/19/2020,H50
1,6/20/2020,H50
,6/21/2020,H50
,6/22/2020,H50
1,6/5/2020,H20
2,6/6/2020,H20
2,6/7/2020,H20
1,6/8/2020,H20
1,6/9/2020,H20
1,6/10/2020,H20
,6/11/2020,H20
1,6/12/2020,H20
1,6/13/2020,H20
3,6/14/2020,H20
1,6/15/2020,H20
1,6/16/2020,H20
6,6/17/2020,H20
2,6/18/2020,H20
5,6/19/2020,H20
,6/20/2020,H20
2,6/21/2020,H20
1,6/22/2020,H20
,6/5/2020,H51
,6/6/2020,H51
,6/7/2020,H51
,6/8/2020,H51
,6/9/2020,H51
,6/10/2020,H51
,6/11/2020,H51
,6/12/2020,H51
,6/13/2020,H51
1,6/14/2020,H51
,6/15/2020,H51
,6/16/2020,H51
,6/17/2020,H51
1,6/18/2020,H51
1,6/19/2020,H51
,6/20/2020,H51
,6/21/2020,H51
,6/22/2020,H51
,6/5/2020,H10
1,6/6/2020,H10
1,6/7/2020,H10
,6/8/2020,H10
,6/9/2020,H10
,6/10/2020,H10
,6/11/2020,H10
1,6/12/2020,H10
1,6/13/2020,H10
5,6/14/2020,H10
,6/15/2020,H10
1,6/16/2020,H10
1,6/17/2020,H10
3,6/18/2020,H10
